Customer ID,VMail_Message,Day_Mins,Day_Calls,Day_Charge,Eve_Mins,Eve_Calls,Eve_Charge,Night_Mins,Night_Calls,Night_Charge,Intl_Mins,total_Mins,Intl_Calls,Intl_Charge,Total_Charge,CustServ_Calls
92c98be1458d3551,26,170.8,114,29.04,199.5,125,16.96,169.7,98,7.64,9.6,549.6,5,2.59,56.23,5
958dfcdb82bfc1bf,17,124.0,102,21.08,202.9,81,17.25,205.1,129,9.23,12.3,544.3,3,3.32,50.88,1
6e1a7f88e90f3d2,0,198.3,94,33.71,279.3,101,23.74,146.2,87,6.58,14.8,638.6,8,4.0,68.03,3
68536eb11b70125,0,172.8,101,29.38,204.8,97,17.41,240.8,90,10.84,9.1,627.5,8,2.46,60.09,2
56ee7a8f9de8c7e,30,217.4,74,36.96,213.8,86,18.17,227.2,104,10.22,6.6,665.0,3,1.78,67.13,0
67d7398fd7f4664,29,265.9,113,45.2,215.8,94,18.34,108.1,82,4.86,14.0,603.8,12,3.78,72.18,0
93d7eeb3c6cec2cb,14,93.6,137,15.91,193.8,72,16.47,144.9,84,6.52,17.5,449.8,5,4.73,43.63,1
79ee0e646713f1e,0,98.2,100,16.69,307.2,88,26.11,182.5,120,8.21,7.6,595.5,1,2.05,53.06,2
62a5179ff66a112,0,214.7,68,36.5,158.6,138,13.48,123.4,114,5.55,9.4,506.1,4,2.54,58.07,2
74798d791152f82,0,168.2,92,28.59,224.7,100,19.1,169.5,99,7.63,12.9,575.3,3,3.48,58.8,1
5cde1fe9d4246df,0,202.9,97,34.49,153.8,104,13.07,113.5,92,5.11,9.0,479.2,3,2.43,55.1,3
92b905fccf02c829,0,261.4,108,44.44,154.5,102,13.13,130.9,90,5.89,11.6,558.4,2,3.13,66.59,1
74af2c4ef39d392,0,73.3,86,12.46,161.4,82,13.72,239.6,76,10.78,8.2,482.5,3,2.21,39.17,4
93122ca1585e9645,27,253.7,84,43.13,229.2,109,19.48,190.5,123,8.57,9.2,682.6,5,2.48,73.66,7
6817fe9685c6609,0,45.0,108,7.65,151.3,74,12.86,152.9,94,6.88,9.8,359.0,6,2.65,30.04,2
7471fd5ff095e04,0,231.3,105,39.32,171.7,108,14.59,67.7,136,3.05,13.0,483.7,6,3.51,60.47,1
94e1801ef1a97bdf,0,47.4,125,8.06,167.8,90,14.26,163.1,107,7.34,10.5,388.8,8,2.84,32.5,2
56fc32fdc5e8ae7,0,227.4,88,38.66,182.5,100,15.51,191.7,134,8.63,12.5,614.1,3,3.38,66.18,0
79c087f1f681812,22,40.9,126,6.95,133.4,90,11.34,264.2,91,11.89,11.9,450.4,7,3.21,33.39,0
5db1cae7b2681e7,0,124.8,133,21.22,157.3,143,13.37,199.3,72,8.97,8.6,490.0,4,2.32,45.88,2
9257169c40cca1a3,0,68.5,110,11.65,337.1,115,28.65,205.2,99,9.23,12.1,622.9,9,3.27,52.8,0
5de8ea72edf241b,37,163.5,77,27.8,203.1,102,17.26,232.0,87,10.44,7.8,606.4,4,2.11,57.61,2
6ec1a9aee7c0c7b,0,163.0,112,27.71,219.1,89,18.62,233.4,66,10.5,6.7,622.2,3,1.81,58.64,2
7a4e3173a7d6021,38,213.7,61,36.33,253.0,104,21.51,207.7,73,9.35,10.7,685.1,5,2.89,70.08,2
931b3e515f12967d,36,201.3,117,34.22,42.2,78,3.59,125.7,104,5.66,5.4,374.6,3,1.46,44.93,1
692d5b108e4b496,0,310.4,97,52.77,66.5,123,5.65,246.5,99,11.09,9.2,632.6,10,2.48,71.99,4
95901a4b958e3930,0,48.4,101,8.23,281.1,138,23.89,218.5,87,9.83,18.2,566.2,1,4.91,46.86,1
93247cf5010be30b,40,171.2,88,29.1,145.7,109,12.38,196.8,93,8.86,14.0,527.7,6,3.78,54.12,1
958528731439b575,22,166.5,93,28.31,183.0,92,15.56,121.0,102,5.44,8.5,479.0,3,2.3,51.61,0
94845739f2508dca,0,216.6,126,36.82,190.8,104,16.22,224.7,123,10.11,12.4,644.5,8,3.35,66.5,0
63ea67127de4c34,0,107.8,113,18.33,216.6,125,18.41,217.5,92,9.79,9.9,551.8,3,2.67,49.2,2
5dd4bfad09435e5,28,141.3,94,24.02,168.0,108,14.28,113.5,84,5.11,7.8,430.6,2,2.11,45.52,1
941bc44b753641a8,29,209.9,77,35.68,158.0,52,13.43,141.9,113,6.39,6.6,516.4,1,1.78,57.28,0
942122d5c098d1c4,20,237.5,120,40.38,253.4,94,21.54,265.2,80,11.93,14.2,770.3,3,3.83,77.68,9
5270a63d02035fe,0,234.5,109,39.87,216.5,129,18.4,191.6,94,8.62,3.5,646.1,6,0.95,67.84,3
6f307d651d9b33a,31,103.1,90,17.53,243.0,135,20.66,76.4,92,3.44,12.2,434.7,8,3.29,44.92,3
79c67e788af8c11,27,129.5,106,22.02,248.9,90,21.16,268.0,115,12.06,11.9,658.3,3,3.21,58.45,1
699b75386fd674a,0,279.8,90,47.57,248.7,91,21.14,171.0,118,7.69,8.4,707.9,10,2.27,78.67,2
79cd0a08aa9bd02,41,136.8,91,23.26,200.8,61,17.07,133.7,67,6.02,10.3,481.6,9,2.78,49.13,5
571c4b343a21155,31,100.1,54,17.02,246.3,97,20.94,255.0,131,11.48,5.9,607.3,3,1.59,51.03,0
930f9881dd990341,31,237.1,63,40.31,205.6,117,17.48,196.7,85,8.85,10.1,649.5,5,2.73,69.37,4
92b402fa79e57e5a,0,172.8,58,29.38,183.1,108,15.56,158.8,104,7.15,7.9,522.6,3,2.13,54.22,4
942fd2a728a7fb14,0,224.5,111,38.17,200.7,99,17.06,116.6,118,5.25,11.5,553.3,2,3.11,63.59,2
5d51762aa1de950,0,288.1,112,48.98,258.0,92,21.93,192.4,90,8.66,10.2,748.7,4,2.75,82.32,3
682442f1713d54e,0,78.2,103,13.29,195.9,149,16.65,108.0,100,4.86,10.1,392.2,6,2.73,37.53,2
68d3c32c001816a,0,148.7,80,25.28,259.0,94,22.02,149.5,107,6.73,12.7,569.9,6,3.43,57.46,2
6e491707c02702b,25,194.6,84,33.08,119.9,103,10.19,175.5,75,7.9,13.1,503.1,2,3.54,54.71,2
93155293e38b1e6b,0,159.5,77,27.12,303.8,92,25.82,226.9,120,10.21,12.0,702.2,4,3.24,66.39,0
63c4c7fe4ca65cc,20,194.5,110,33.07,213.7,89,18.16,236.6,92,10.65,9.5,654.3,2,2.57,64.45,1
6e485017dea82f8,0,174.1,96,29.6,251.1,94,21.34,257.6,123,11.59,8.3,691.1,5,2.24,64.77,2
931a20d74a88f952,0,131.8,97,22.41,136.7,100,11.62,308.2,119,13.87,7.7,584.4,6,2.08,49.98,2
733fc82f192a5f8,0,160.6,103,27.3,237.0,109,20.15,245.1,88,11.03,10.7,653.4,1,2.89,61.37,1
62d81886728ad59,18,146.8,107,24.96,310.0,84,26.35,178.7,130,8.04,7.2,642.7,7,1.94,61.29,0
7a89257ee7981a4,28,200.7,88,34.12,264.2,116,22.46,172.7,102,7.77,9.1,646.7,5,2.46,66.81,1
7a7316b24687d29,0,145.6,106,24.75,98.3,106,8.36,230.8,83,10.39,10.9,485.6,5,2.94,46.44,1
68f22950fceec67,29,229.4,104,39.0,257.4,84,21.88,231.5,119,10.42,8.0,726.3,1,2.16,73.46,2
7a1bf77ca00f0dc,0,211.0,76,35.87,189.0,100,16.07,123.0,102,5.54,4.7,527.7,4,1.27,58.75,3
6e6528d1aa44114,37,121.5,97,20.66,271.4,110,23.07,248.7,97,11.19,11.3,652.9,5,3.05,57.97,2
741a6eb68f8727b,0,216.0,73,36.72,188.2,117,16.0,147.1,98,6.62,3.6,554.9,7,0.97,60.31,2
926ee2ef187a2e14,0,293.0,88,49.81,160.6,101,13.65,143.9,87,6.48,10.0,607.5,6,2.7,72.64,2
936f92060edb1733,32,221.1,137,37.59,264.9,99,22.52,168.9,108,7.6,15.4,670.3,4,4.16,71.87,2
6265ae12d4f4c96,0,181.5,108,30.86,196.9,87,16.74,187.2,119,8.42,10.3,575.9,2,2.78,58.8,1
953b973a2b77790b,26,74.3,107,12.63,177.3,116,15.07,296.3,90,13.33,14.5,562.4,3,3.92,44.95,2
5d69e50f5bc5416,0,62.3,92,10.59,275.0,82,23.38,138.7,108,6.24,10.8,486.8,3,2.92,43.13,1
689919f14cc5705,31,228.6,88,38.86,248.5,109,21.12,167.1,124,7.52,9.0,653.2,1,2.43,69.93,3
5d6a86c184edc57,0,228.1,121,38.78,276.5,79,23.5,279.8,77,12.59,9.9,794.3,5,2.67,77.54,2
92be6abb1dd9ae3d,36,309.9,90,52.68,200.3,89,17.03,183.5,105,8.26,14.2,707.9,2,3.83,81.8,1
7928d544845fc95,0,201.9,74,34.32,226.8,119,19.28,217.5,80,9.79,13.7,659.9,6,3.7,67.09,3
92b26f9cae7a9d48,0,149.8,112,25.47,180.0,93,15.3,140.0,119,6.3,11.7,481.5,4,3.16,50.23,2
78c749ffcaf2241,30,183.8,76,31.25,229.7,95,19.52,144.1,124,6.48,7.7,565.3,3,2.08,59.33,1
6ddc1a5d00bb071,21,186.7,108,31.74,335.0,86,28.48,187.2,119,8.42,16.5,725.4,4,4.46,73.1,1
92ba9892cc2c1730,0,209.4,151,35.6,347.3,113,29.52,246.0,116,11.07,7.4,810.1,2,2.0,78.19,1
94d3013190799df1,25,223.2,77,37.94,183.2,118,15.57,150.8,90,6.79,10.2,567.4,3,2.75,63.05,3
9263b49a8fa8f109,0,164.2,109,27.91,155.4,90,13.21,168.9,117,7.6,10.7,499.2,8,2.89,51.61,1
94841d0cb20b39c1,0,150.5,75,25.59,193.1,93,16.41,311.6,93,14.02,10.3,665.5,2,2.78,58.8,1
926425e0dda2a680,0,234.2,128,39.81,293.1,92,24.91,183.9,79,8.28,9.8,721.0,6,2.65,75.65,0
92b11ef62610b499,0,55.3,102,9.4,164.7,124,14.0,200.7,108,9.03,10.2,430.9,5,2.75,35.18,1
78e14659bc7dfef,0,221.8,97,37.71,203.8,134,17.32,215.8,154,9.71,8.4,649.8,4,2.27,67.01,1
92bdf59f11651efd,0,169.6,85,28.83,58.9,86,5.01,179.3,124,8.07,7.4,415.2,8,2.0,43.91,1
925b0ec1661da928,0,89.7,118,15.25,260.1,79,22.11,170.1,93,7.65,13.5,533.4,11,3.65,48.66,5
92c78b2403a40776,14,80.2,81,13.63,219.0,103,18.62,122.6,102,5.52,8.6,430.4,2,2.32,40.09,1
92710a75a87d15e8,0,218.9,105,37.21,299.9,87,25.49,158.6,110,7.14,11.3,688.7,4,3.05,72.89,2
7393063a166cc7e,0,125.7,96,21.37,207.6,137,17.65,183.1,103,8.24,12.9,529.3,2,3.48,50.74,1
79364ff061dba28,0,176.3,85,29.97,93.4,125,7.94,207.2,107,9.32,9.6,486.5,1,2.59,49.82,2
738eb5aa6a97b14,29,207.2,111,35.22,254.1,137,21.6,169.3,92,7.62,9.5,640.1,5,2.57,67.01,2
78e5afc197eeb96,0,205.7,138,34.97,161.9,83,13.76,269.7,104,12.14,12.5,649.8,6,3.38,64.25,2
7470575af3f18a0,28,151.4,95,25.74,152.4,97,12.95,250.1,109,11.25,0.0,553.9,0,0.0,49.94,1
9318271ac9126a60,0,157.5,70,26.78,130.7,79,11.11,193.4,98,8.7,9.6,491.2,4,2.59,49.18,3
58a1cab85e64597,0,160.4,68,27.27,102.6,103,8.72,235.3,106,10.59,9.1,507.4,5,2.46,49.04,2
73dadf9b3029e12,0,159.0,80,27.03,167.9,128,14.27,167.6,101,7.54,12.3,506.8,5,3.32,52.16,1
6e7953dcc684ed9,46,214.1,62,36.4,200.9,111,17.08,246.8,126,11.11,9.2,671.0,6,2.48,67.07,0
925dc68eb6b69a44,0,102.6,89,17.44,246.0,77,20.91,170.5,140,7.67,9.1,528.2,4,2.46,48.48,2
6845e804eb99e76,0,159.7,86,27.15,197.5,76,16.79,121.6,105,5.47,13.9,492.7,6,3.75,53.16,0
93cabe0edc47eb2a,0,202.8,109,34.48,165.8,104,14.09,143.9,71,6.48,4.6,517.1,4,1.24,56.29,1
62d0946aa789020,0,57.5,95,9.78,265.5,131,22.57,244.3,128,10.99,11.6,578.9,6,3.13,46.47,3
56fde5ab4571069,0,169.9,144,28.88,225.2,118,19.14,169.7,93,7.64,11.4,576.2,7,3.08,58.74,1
92b81017067c3d89,0,335.5,77,57.04,212.5,109,18.06,265.0,132,11.93,12.7,825.7,8,3.43,90.46,2
93272aad419b9e7e,0,139.5,119,23.72,289.3,105,24.59,129.4,97,5.82,13.1,571.3,8,3.54,57.67,0
687618b2e8ec2e9,29,142.3,107,24.19,118.7,56,10.09,240.1,91,10.8,6.6,507.7,8,1.78,46.86,1
52dc6c54cacb791,0,187.8,94,31.93,248.6,86,21.13,208.8,124,9.4,10.6,655.8,5,2.86,65.32,0
92b61eddc3ba0aaf,0,146.2,55,24.85,261.5,83,22.23,163.2,116,7.34,8.7,579.6,3,2.35,56.77,3
7908bd0a1dea049,0,231.8,120,39.41,150.6,106,12.8,269.2,129,12.11,11.6,663.2,7,3.13,67.45,3
78d3cc02df68fa9,0,193.7,83,32.93,154.2,79,13.11,299.0,60,13.46,12.7,659.6,3,3.43,62.93,1
941e6c8f6c621047,0,156.4,108,26.59,233.4,118,19.84,195.7,141,8.81,7.7,593.2,6,2.08,57.32,4
9266a508ef6b3bf9,29,220.7,82,37.52,217.7,110,18.5,190.5,100,8.57,13.2,642.1,6,3.56,68.15,1
5cc146e04206367,37,239.8,110,40.77,221.9,115,18.86,189.1,100,8.51,7.3,658.1,1,1.97,70.11,2
5e21c8b823ca0a1,43,172.0,111,29.24,200.2,64,17.02,233.1,96,10.49,8.0,613.3,5,2.16,58.91,1
9487f3e21f436ad2,35,128.2,138,21.79,274.5,113,23.33,298.9,130,13.45,8.8,710.4,7,2.38,60.95,2
6f265b60db43202,0,130.2,119,22.13,290.9,121,24.73,194.8,140,8.77,14.0,629.9,6,3.78,59.41,3
9424da99a082eeeb,0,195.4,107,33.22,154.6,96,13.14,142.8,97,6.43,11.6,504.4,6,3.13,55.92,1
92b210347a178f39,0,293.3,79,49.86,188.5,90,16.02,266.9,91,12.01,14.5,763.2,4,3.92,81.81,0
947e24eb9279a1a6,0,191.3,89,32.52,193.9,87,16.48,268.4,121,12.08,12.8,666.4,4,3.46,64.54,1
931d1906a15e2dff,0,122.4,88,20.81,143.8,111,12.22,157.0,106,7.07,11.5,434.7,3,3.11,43.21,1
92667fd1e6b0609a,33,209.6,68,35.63,146.9,140,12.49,121.0,131,5.44,10.6,488.1,3,2.86,56.42,2
94d58a6f8cb913e3,0,215.7,140,36.67,146.3,84,12.44,264.6,83,11.91,7.1,633.7,1,1.92,62.94,3
931d1907400f8d11,0,161.4,110,27.44,220.6,125,18.75,249.2,78,11.21,5.1,636.3,2,1.38,58.78,0
7a27687a734effe,0,144.2,91,24.51,226.7,137,19.27,144.6,72,6.51,13.8,529.3,4,3.73,54.02,3
79c087e7f015f6f,37,220.2,109,37.43,185.3,99,15.75,205.1,82,9.23,4.1,614.7,2,1.11,63.52,0
746a22bc8c31245,0,256.2,105,43.55,160.7,102,13.66,249.4,80,11.22,7.4,673.7,2,2.0,70.43,4
7a2a384abf37af8,0,112.7,119,19.16,217.7,109,18.5,152.1,76,6.84,6.5,489.0,5,1.76,46.26,1
6e9b8e2b48d8dd9,0,299.5,125,50.92,226.7,92,19.27,210.7,134,9.48,13.7,750.6,4,3.7,83.37,0
93c1bb260983c323,0,194.8,107,33.12,170.9,99,14.53,225.1,93,10.13,13.9,604.7,4,3.75,61.53,0
948fce79ec3edef1,0,100.8,112,17.14,230.0,69,19.55,193.6,95,8.71,9.5,533.9,2,2.57,47.97,0
695f1949f2017bd,22,82.5,97,14.03,289.9,94,24.64,180.0,114,8.1,4.8,557.2,4,1.3,48.07,3
931269211b789cf4,34,146.4,104,24.89,89.7,103,7.62,220.0,91,9.9,15.6,471.7,4,4.21,46.62,2
5814086a1d85065,0,177.9,129,30.24,224.6,87,19.09,306.3,102,13.78,10.8,719.6,6,2.92,66.03,2
930b91995991e2e6,27,153.5,84,26.1,194.0,73,16.49,256.5,94,11.54,10.2,614.2,7,2.75,56.88,5
930f3e86e1c975d5,0,150.7,105,25.62,197.3,133,16.77,169.0,116,7.61,9.2,526.2,15,2.48,52.48,1
68a4afd87bab989,19,180.1,106,30.62,127.5,92,10.84,237.4,118,10.68,7.5,552.5,3,2.03,54.17,0
4c3fe4eec595ebf,31,265.3,94,45.1,147.6,95,12.55,259.3,117,11.67,12.9,685.1,1,3.48,72.8,1
926890d925d56863,0,128.6,83,21.86,134.0,114,11.39,210.6,113,9.48,11.4,484.6,2,3.08,45.81,0
74a7b547ebc83ca,0,161.5,92,27.46,173.5,108,14.75,206.2,95,9.28,7.9,549.1,4,2.13,53.62,2
6e54eb60c607c3c,0,165.3,120,28.1,198.5,106,16.87,208.5,102,9.38,9.8,582.1,3,2.65,57.0,1
73b7a0b1a6c89d9,0,195.0,92,33.15,210.5,83,17.89,180.6,92,8.13,11.0,597.1,13,2.97,62.14,0
5e46ebafc58fb54,0,213.8,79,36.35,265.1,93,22.53,239.8,128,10.79,15.6,734.3,7,4.21,73.88,0
92b4362ced8c1cf7,24,205.5,114,34.94,219.3,99,18.64,215.9,95,9.72,14.0,654.7,4,3.78,67.08,1
6245577aa492c0d,22,252.9,112,42.99,177.9,99,15.12,158.4,146,7.13,8.5,597.7,4,2.3,67.54,3
942502f44be77393,28,235.6,74,40.05,227.9,37,19.37,170.3,103,7.66,15.4,649.2,9,4.16,71.24,0
74a640f4ccacef6,0,192.0,91,32.64,127.6,127,10.85,155.6,125,7.0,7.5,482.7,5,2.03,52.52,1
936a9c33bb3c80d3,39,69.1,122,11.75,101.3,136,8.61,104.8,94,4.72,9.1,284.3,4,2.46,27.54,0
6f310637178ed89,0,261.7,97,44.49,210.6,48,17.9,256.7,83,11.55,6.0,735.0,3,1.62,75.56,3
93c12b9edf27609e,0,235.5,81,40.04,257.2,130,21.86,103.1,111,4.64,11.5,607.3,4,3.11,69.65,2
92659af7b4f77300,0,213.4,100,36.28,204.9,52,17.42,179.7,93,8.09,9.5,607.5,6,2.57,64.36,1
62ed9260ad1ac19,39,206.9,143,35.17,127.8,72,10.86,199.2,120,8.96,9.2,543.1,1,2.48,57.47,3
7487a91dbbf321d,22,263.8,65,44.85,103.4,115,8.79,208.1,109,9.36,8.5,583.8,3,2.3,65.3,3
79de2725262949d,31,183.4,126,31.18,195.5,106,16.62,180.1,93,8.1,10.5,569.5,5,2.84,58.74,1
6f2150fd3660059,0,157.6,85,26.79,194.1,92,16.5,231.5,86,10.42,9.4,592.6,10,2.54,56.25,5
632e00dc3cc7f66,0,175.6,147,29.85,161.8,118,13.75,289.5,55,13.03,9.3,636.2,4,2.51,59.14,0
9365a3488fac2773,0,242.5,101,41.23,102.8,114,8.74,142.4,89,6.41,9.3,497.0,2,2.51,58.89,2
57c3b31261902ea,0,151.0,102,25.67,131.4,101,11.17,186.6,86,8.4,9.9,478.9,7,2.67,47.91,0
93800b8170e41e1d,0,138.1,103,23.48,164.5,100,13.98,134.9,63,6.07,8.3,445.8,2,2.24,45.77,1
9272313eef61eff3,0,264.7,69,45.0,305.0,120,25.93,197.4,86,8.88,9.5,776.6,9,2.57,82.38,1
68dad72b3c0a664,31,282.3,70,47.99,152.0,89,12.92,225.5,93,10.15,12.0,671.8,4,3.24,74.3,1
687631823e54dd2,0,211.2,80,35.9,237.7,93,20.2,259.2,58,11.66,12.3,720.4,2,3.32,71.08,0
9421ffe8d434605c,0,197.1,126,33.51,130.1,76,11.06,78.1,100,3.51,7.4,412.7,4,2.0,50.08,3
93d57d773a1ff042,0,205.3,95,34.9,166.7,128,14.17,240.6,84,10.83,7.8,620.4,4,2.11,62.01,1
92b774f29c8f9403,22,181.8,110,30.91,228.1,123,19.39,262.7,141,11.82,9.2,681.8,4,2.48,64.6,2
930cb47d5d696e9a,0,252.0,120,42.84,150.2,106,12.77,151.8,96,6.83,9.6,563.6,1,2.59,65.03,2
529e8f944307ad5,0,193.8,102,32.95,118.9,104,10.11,135.9,124,6.12,9.2,457.8,3,2.48,51.66,0
94d3bc1d940aaaba,0,231.2,135,39.3,188.7,74,16.04,206.9,124,9.31,12.3,639.1,1,3.32,67.97,1
925a46a0c9583920,33,200.1,108,34.02,188.9,122,16.06,205.1,90,9.23,15.5,609.6,4,4.19,63.5,0
57690a1acff20e1,26,266.7,109,45.34,232.3,107,19.75,212.8,98,9.58,16.3,728.1,4,4.4,79.07,1
8c91cbd3ca994f2e,36,118.1,117,20.08,221.5,125,18.83,103.9,89,4.68,11.9,455.4,6,3.21,46.8,2
941dd7a13c713ba8,0,175.3,106,29.8,144.3,87,12.27,160.2,88,7.21,11.8,491.6,5,3.19,52.47,0
67da5ff0e96b9a5,0,125.1,99,21.27,248.8,62,21.15,211.3,79,9.51,11.2,596.4,3,3.02,54.95,3
92cb920b1c343851,0,176.8,90,30.06,224.7,81,19.1,204.6,77,9.21,7.5,613.6,15,2.03,60.4,1
5d2a625cd3559c1,0,241.9,101,41.12,129.4,121,11.0,264.8,104,11.92,5.9,642.0,3,1.59,65.63,1
5cfd4bfd221fd56,0,241.2,134,41.0,116.5,114,9.9,152.2,91,6.85,10.6,520.5,4,2.86,60.61,0
73e650b079f6fa2,0,217.1,99,36.91,236.0,68,20.06,118.3,120,5.32,9.4,580.8,4,2.54,64.83,1
68d4581e2ffc10f,0,195.4,110,33.22,181.2,109,15.4,178.5,105,8.03,8.9,564.0,4,2.4,59.05,0
6e819e311d7a9c1,0,222.4,78,37.81,327.0,111,27.8,208.0,104,9.36,8.7,766.1,9,2.35,77.32,1
92c388e3c9638dd4,0,189.5,90,32.22,189.8,118,16.13,205.8,83,9.26,13.1,598.2,2,3.54,61.15,1
926d505947af3c6e,0,123.1,100,20.93,158.4,82,13.46,256.1,82,11.52,9.3,546.9,5,2.51,48.42,0
954464a8a9875198,38,256.7,98,43.64,150.5,120,12.79,123.0,87,5.54,11.4,541.6,3,3.08,65.05,3
93154ded6d54429b,0,159.1,94,27.05,241.6,119,20.54,202.4,120,9.11,6.5,609.6,1,1.76,58.46,1
92b11988871ad9f5,0,100.1,90,17.02,233.3,93,19.83,204.4,57,9.2,11.1,548.9,8,3.0,49.05,3
686625c3897d9dd,32,30.9,113,5.25,187.0,113,15.9,230.8,101,10.39,8.6,457.3,7,2.32,33.86,1
94e14b64bbac4393,0,223.2,76,37.94,214.4,131,18.22,154.4,80,6.95,10.1,602.1,2,2.73,65.84,3
926fcadfac790a22,0,187.4,101,31.86,199.9,126,16.99,216.1,107,9.72,12.6,616.0,8,3.4,61.97,1
4c3f9a73f8c6e15,21,315.6,105,53.65,208.9,71,17.76,260.1,123,11.7,12.1,796.7,3,3.27,86.38,3
6dad451b56931a0,0,277.5,104,47.18,131.8,121,11.2,126.9,101,5.71,8.2,544.4,2,2.21,66.3,1
74a3ece9808ac29,0,189.8,111,32.27,197.3,101,16.77,234.5,111,10.55,14.9,636.5,3,4.02,63.61,2
937b2c2db5d4a552,0,147.2,119,25.02,192.8,91,16.39,172.7,105,7.77,10.2,522.9,4,2.75,51.93,1
7390365cac09c13,0,185.8,36,31.59,276.5,134,23.5,192.1,104,8.64,5.7,660.1,7,1.54,65.27,4
7934c2cb0c1406d,29,155.4,110,26.42,188.5,104,16.02,254.9,118,11.47,8.0,606.8,4,2.16,56.07,3
948510a3f0c97756,0,154.2,91,26.21,268.6,108,22.83,188.8,99,8.5,10.9,622.5,4,2.94,60.48,6
79ee1a6ab228982,0,97.6,98,16.59,105.5,118,8.97,220.2,105,9.91,11.6,434.9,9,3.13,38.6,1
942bab25ffa1ec95,0,178.8,94,30.4,178.4,97,15.16,169.2,77,7.61,7.5,533.9,3,2.03,55.2,1
688386f2bc581a3,0,149.3,104,25.38,273.6,75,23.26,206.6,72,9.3,9.1,638.6,4,2.46,60.4,0
5843c964625b17b,0,206.0,89,35.02,186.0,88,15.81,307.1,86,13.82,8.4,707.5,11,2.27,66.92,0
7a4459f0cf1ca50,0,216.8,86,36.86,190.8,114,16.22,187.5,79,8.44,11.0,606.1,9,2.97,64.49,0
931061693cba4f22,0,103.3,110,17.56,129.1,82,10.97,167.1,113,7.52,10.7,410.2,3,2.89,38.94,0
7997e7526fe98ae,0,139.4,95,23.7,159.1,92,13.52,128.2,129,5.77,7.7,434.4,3,2.08,45.07,0
7a76d25beb015c3,0,191.2,110,32.5,163.9,102,13.93,243.6,114,10.96,14.1,612.8,3,3.81,61.2,1
947e55cb198744ce,23,160.0,104,27.2,189.4,64,16.1,229.9,118,10.35,10.4,589.7,7,2.81,56.46,1
94787f046d6957bd,0,221.7,95,37.69,193.0,82,16.41,194.1,113,8.73,6.5,615.3,4,1.76,64.59,3
7a71d3a812abc3e,0,62.9,81,10.69,231.0,64,19.64,168.9,121,7.6,8.5,471.3,5,2.3,40.23,1
926e5373e1c0e0f9,0,215.6,78,36.65,195.3,119,16.6,194.4,65,8.75,3.6,608.9,5,0.97,62.97,1
73dd96a56e0a136,42,165.3,97,28.1,223.5,118,19.0,260.8,72,11.74,7.6,657.2,7,2.05,60.89,3
73b73d6095cc090,32,94.7,111,16.1,154.4,98,13.12,200.4,109,9.02,10.6,460.1,6,2.86,41.1,2
93801a3e71fb1968,0,203.2,81,34.54,152.5,99,12.96,197.8,76,8.9,9.7,563.2,3,2.62,59.02,2
699730afb2ccb82,0,195.3,70,33.2,216.7,108,18.42,259.9,119,11.7,12.5,684.4,4,3.38,66.7,3
9327af528037130a,0,143.7,114,24.43,297.8,98,25.31,212.6,86,9.57,11.4,665.5,8,3.08,62.39,4
92697100ae8f7771,0,114.4,104,19.45,78.3,101,6.66,232.7,78,10.47,0.0,425.4,0,0.0,36.58,2
943369d68c6105c4,0,222.8,101,37.88,203.0,128,17.26,210.6,106,9.48,6.9,643.3,2,1.86,66.48,2
948d68e5da713b76,22,175.9,70,29.9,211.7,105,17.99,174.5,81,7.85,7.3,569.4,5,1.97,57.71,2
92c1c259b82e9564,0,249.9,95,42.48,242.5,104,20.61,151.7,121,6.83,15.3,659.4,6,4.13,74.05,1
638189a611fbbf9,30,234.5,130,39.87,195.2,116,16.59,268.8,94,12.1,11.4,709.9,4,3.08,71.64,2
691e096fbb5220d,0,210.7,116,35.82,219.2,86,18.63,179.7,83,8.09,7.2,616.8,6,1.94,64.48,1
931fc08a670bc893,0,182.3,124,30.99,169.9,110,14.44,184.0,116,8.28,9.3,545.5,3,2.51,56.22,1
6ef03472404d8f9,0,190.3,88,32.35,194.5,89,16.53,256.5,109,11.54,11.7,653.0,5,3.16,63.58,2
92570bbaf57772b9,38,177.1,88,30.11,163.7,108,13.91,242.7,72,10.92,7.4,590.9,2,2.0,56.94,0
926178e919a5c0a4,36,87.2,92,14.82,169.3,110,14.39,166.7,80,7.5,10.9,434.1,5,2.94,39.65,6
92bad133b5cb5320,0,215.6,96,36.65,193.4,127,16.44,105.4,115,4.74,13.5,527.9,3,3.65,61.48,1
6f022496816c2b8,0,137.4,109,23.36,237.6,49,20.2,206.7,136,9.3,14.0,595.7,11,3.78,56.64,3
9326e983eecdd696,36,192.8,103,32.78,177.0,83,15.05,216.5,118,9.74,16.4,602.7,5,4.43,62.0,1
6395b455e33247d,0,149.3,100,25.38,200.2,110,17.02,231.7,101,10.43,11.9,593.1,3,3.21,56.04,2
739e9021603eb3b,0,143.7,116,24.43,170.7,99,14.51,287.7,95,12.95,7.8,609.9,5,2.11,54.0,1
68a50716230abf5,0,224.8,111,38.22,190.0,101,16.15,221.4,110,9.96,9.2,645.4,2,2.48,66.81,1
7449c0117aceb61,39,261.2,122,44.4,214.2,101,18.21,154.9,101,6.97,12.7,643.0,5,3.43,73.01,2
